日期,一房成交套数,一房成交面积,一房成交均价,一房可售套数,一房可售面积,二房成交套数,二房成交面积,二房成交均价,二房可售套数,二房可售面积,三房成交套数,三房成交面积,三房成交均价,三房可售套数,三房可售面积,四房成交套数,四房成交面积,四房成交均价,四房可售套数,四房可 >售面积,四房以上成交套数,四房以上成交面积,四房以上成交均价,四房以上可售套数,四房以上可售面积,复式成交套数,复式成交面积,复式成交>均价,复式可售套数,复式可售面积,复式住宅成交套数,复式住宅成交面积,复式住宅成交均价,复式住宅可售套数,复式住宅可售面积,别墅成交套>数,别墅成交面积,别墅成交均价,别墅可售套数,别墅可售面积,90平方米以下成交套数,90平方米以下成交面积,90平方米以下成交均价,90平方米>以下成交金额,90~140平方米成交套数,90~140平方米成交面积,90~140平方米成交均价,90~140平方米成交金额,144平方米以上成交套数,144平方米以上成交面积,144平方米以上成交均价,144平方米以上成交金额,商业成交套数,商业成交面积,商业成交均价,商业可售套数,商业可售面积,办>公楼成交套数,办公楼成交面积,办公楼成交均价,办公楼可售套数,办公楼可售面积,住宅成交套数,住宅成交面积,住宅成交均价,住宅可售套数,住宅可售面积
20160718,3,264.37,79582,776,90429.49,4,332.88,50065,1325,164230.51,6,898.93,75903,1313,242756.48,0,0,0,502,110408.73,0,0,0,99,35874.10,0,0,0,29,8269.48,0,0,0,193,30244.74,0,0,0,3,1570.71,7,597.25,63131,37704828,2,267.13,66041,17641600,4,631.80,80072,50589648,0,0,0,1864,360104.93,0,0,0,327,47261.49,13,1496.18,70804,4268,687066.03
20160719,3,254.53,90572,773,90174.96,2,339.83,115702,1323,163890.68,0,0,0,1313,242756.48,0,0,0,502,110408.73,1,258.59,109778,98,35615.51,0,0,0,29,8269.48,2,166.70,128565,191,30078.04,0,0,0,3,1570.71,5,421.23,105607,44484944,1,140.56,98706,13874117,2,457.86,117574,53832241,9,1185.53,76923,1855,358919.40,0,0,0,327,47261.49,8,1019.65,110029,4260,686046.38
20160720,4,429.13,95796,769,89745.83,9,1043.80,69703,1314,162846.88,1,86.70,32670,1312,242669.78,0,0,0,502,110408.73,0,0,0,98,35615.51,0,0,0,29,8269.48,3,253.82,136044,188,29824.22,0,0,0,3,1570.71,13,1131.54,70203,79437136,1,141.02,99754,14067278,3,540.89,106720,57723587,2,134.16,63384,1853,358785.24,0,0,0,327,47261.49,17,1813.45,83392,4243,684232.93
20160721,2,169.30,85714,767,89576.53,0,0,0,1314,162846.88,2,246.71,76483,1310,242423.07,6,1337,99790,496,109071.73,0,0,0,98,35615.51,1,158.51,54599,28,8110.97,0,0,0,188,29824.22,0,0,0,3,1570.71,3,256,73414,18794000,1,119.75,40459,4844931,8,1655.52,94629,156660172,7,692.18,61458,1846,358093.06,0,0,0,327,47261.49,12,2031.27,88762,4231,682201.66
20160722,3,257.51,89729,764,89319.02,1,83.52,59540,1313,162763.36,0,0,0,1310,242423.07,0,0,0,496,109071.73,0,0,0,98,35615.51,0,0,0,28,8110.97,0,0,0,188,29824.22,0,0,0,3,1570.71,4,341.03,82335,28078817,0,0,0,0,0,0,0,0,6,536.90,63411,1840,357556.16,0,0,0,327,47261.49,4,341.03,82335,4227,681860.63
20160723,7,682.53,83598,757,88636.49,5,427.16,50015,1308,162336.20,2,311.28,83108,1308,242111.79,2,583.59,113051,493,108115.45,0,0,0,98,35615.51,0,0,0,28,8110.97,0,0,0,188,29824.22,0,0,0,3,1570.71,10,847.87,61947,52522863,1,90.85,73569,6683708,5,1065.84,104200,111060976,4,367.45,66099,1836,357188.71,0,0,0,327,47261.49,16,2004.56,84940,4210,679483.38
20160725,1,87.21,67718,754,88377.33,5,530.53,76013,1267,158661.53,2,325.06,92414,1277,238932.47,1,363.89,106589,490,107448.19,0,0,0,98,35615.51,0,0,0,28,8110.97,1,87.24,140940,187,29736.98,0,0,0,3,1570.71,6,508.82,72300,36787712,0,0,0,0,4,885.11,102323,90567338,0,0,0,1836,357188.71,0,0,0,327,47261.49,10,1393.93,91364,4131,671615.73
20160726,4,347.47,78394,750,88029.86,2,178.07,76378,1263,158306.49,2,313.44,67127,1274,238494.13,2,374.26,78373,529,114332.84,0,0,0,323,77524.90,0,0,0,28,8110.97,0,0,0,187,29736.98,0,0,0,3,1570.71,6,525.54,77711,40840301,0,0,0,0,4,687.70,73248,50372327,9,899.91,64911,1827,356288.80,0,0,0,327,47261.49,10,1213.24,75181,4384,719268.92
20160727,1,87.15,85113,749,87942.71,7,901.77,86590,1253,157170.51,0,0,0,1272,238236.89,1,145.05,70197,528,114187.79,0,0,0,321,76936.85,0,0,0,28,8110.97,0,0,0,187,29736.98,0,0,0,3,1570.71,5,428.39,64532,27644753,1,140.56,97902,13761147,3,565.02,96064,54277908,4,473.61,62877,1823,355815.19,0,0,0,327,47261.49,9,1133.97,84379,4368,717055.45
20160728,6,523.81,77228,743,87418.90,3,374.55,93692,1245,156417.42,3,459.75,73970,1267,237563.14,0,0,0,528,114187.79,2,588.05,149664,320,76601.01,0,0,0,28,8110.97,0,0,0,187,29736.98,0,0,0,3,1570.71,8,702.20,78110,54848913,0,0,0,0,6,1243.96,114725,142713656,8,729.91,65678,1815,355085.28,0,0,0,327,47261.49,14,1946.16,101514,4348,714768.96
20160729,0,0,0,743,87418.90,1,79.29,49060,1241,156075.56,4,528.90,72191,1262,236944.93,1,177.77,74993,527,114010.02,0,0,0,321,76929.10,0,0,0,28,8110.97,0,0,0,187,29736.98,0,0,0,3,1570.71,2,168.99,59554,10063968,3,378.09,55212,20875191,3,480.60,71035,34139271,8,872.22,63186,1807,354213.06,0,0,0,327,47261.49,8,1027.68,63326,4337,713717.49
20160801,3,265.48,67608,734,86623.68,4,346.34,55114,1228,154913.90,1,133.86,71057,1252,235888.19,0,0,0,526,113864.30,0,0,0,321,76929.10,0,0,0,28,8110.97,0,0,0,187,29736.98,0,0,0,3,1570.71,6,509.74,59897,30531933,2,235.94,67884,16016572,0,0,0,0,0,0,0,1804,353775.17,0,0,0,327,47261.49,8,745.68,62424,4301,710189.57
20160803,0,0,0,725,85762.10,0,0,0,1218,153650.15,1,151.56,69385,1246,234947.22,0,0,0,525,113694.31,0,0,0,314,74744.83,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,1,151.56,69385,10515998,0,0,0,1780,351185.99,0,0,0,327,47261.49,1,151.56,69385,4262,703954.85
20160804,2,253.58,99336,723,85508.52,3,255.74,77042,1215,153383.20,7,1107.96,105322,1242,234105.79,1,321.80,119502,524,113372.51,0,0,0,314,74744.83,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,7,607.45,73911,44897180,0,0,0,0,6,1331.63,116507,155143715,12,1239.38,65839,1768,349946.61,0,0,0,327,47261.49,13,1939.08,103163,4252,702271.09
20160805,9,1211.24,95230,714,84297.28,6,738.14,85873,1210,152733.55,5,750.97,81228,1237,233354.82,4,1013.94,84418,520,112358.57,2,672.08,169128,312,74072.75,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,6,509.96,71229,36324015,4,431.21,64020,27605980,18,3711.26,104505,387845831,11,1418.09,94837,1757,348528.52,0,0,0,327,47261.49,28,4652.43,97105,4225,697707.15
20160808,2,173.24,74490,707,83690.90,6,498.73,66943,1198,151205.05,2,221.38,70728,1234,232973.91,0,0,0,516,111692.86,0,0,0,312,74072.75,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,9,761.61,68454,52135504,1,131.74,74492,9813549,0,0,0,0,0,0,0,1753,348228.61,0,0,0,327,47261.49,10,893.35,69345,4198,694405.90
20160809,2,243.61,98035,705,83447.29,2,183.15,49529,1196,151021.90,4,656.38,89847,1230,232317.53,3,499.55,76523,513,111193.31,1,334.66,116924,312,74072.75,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,2,166.02,67995,11288601,2,245.76,65993,16218477,8,1505.57,94168,141776828,13,1265.87,66963,1740,346962.74,0,0,0,327,47261.49,12,1917.35,88291,4187,692823.21
20160810,3,513.93,95838,702,82933.36,1,82.81,73829,1194,150850.60,1,173.96,56888,1229,232143.57,0,0,0,513,111193.31,2,583.35,103616,310,73489.40,0,0,0,26,7742.89,0,0,0,186,29658.11,0,0,0,3,1570.71,1,82.81,73829,6113806,0,0,0,0,6,1271.24,94077,119594636,3,233.07,63180,1737,346729.67,0,0,0,327,47261.49,7,1354.05,92839,4179,691380.67
20160811,2,171.80,83614,700,82761.56,1,88.01,63963,1137,145865.93,0,0,0,1229,232143.57,0,0,0,513,111193.31,0,0,0,310,73489.40,0,0,0,26,7742.89,1,87.41,138757,185,29570.70,0,0,0,3,1570.71,4,347.22,92515,32123032,0,0,0,0,0,0,0,0,9,766.06,64188,1728,345963.61,0,0,0,327,47261.49,4,347.22,92515,4119,686136.79
20160812,1,159.30,105287,699,82602.26,4,493.31,97141,1133,145373.42,3,806.99,113369,1225,231209.75,2,540.14,110125,511,110653.17,3,557.19,78330,307,72932.21,0,0,0,26,7742.89,1,87.28,140557,184,29483.42,0,0,0,3,1570.71,3,241.80,91361,22091111,1,141.02,97651,13770763,10,2261.39,104234,235713809,11,866.82,65073,1717,345096.79,0,0,0,327,47261.49,14,2644.21,102706,4104,683366.55
20160820,0,0,0,677,79892.66,0,0,0,1113,142180.48,0,0,0,1204,227458.32,0,0,0,917,184534.78,0,0,0,279,67502.98,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,0,0,0,0,1,501.91,205017,1689,341623.33,0,0,0,327,47261.49,0,0,0,4439,743106.27
20160822,0,0,0,677,79892.66,0,0,0,1112,142101.86,0,0,0,1204,227458.32,0,0,0,917,184534.78,0,0,0,279,67502.98,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,341623.33,0,0,0,327,47261.49,0,0,0,4438,743027.65
20160823,0,0,0,677,79892.66,1,88.28,46217,1345,159468.02,0,0,0,1554,261694.86,0,0,0,916,184212.98,0,0,0,279,67502.98,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,1,88.28,46217,4080000,0,0,0,0,0,0,0,0,3,268.64,63282,1686,341354.69,0,0,0,327,47261.49,1,88.28,46217,5020,794308.55
20160824,0,0,0,677,79892.66,0,0,0,1344,159385.17,1,342.36,118514,1554,261484.24,0,0,0,916,184212.98,0,0,0,279,67502.98,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,1,342.36,118514,40574528,14,1164.11,65481,1672,340190.58,0,0,0,327,47261.49,1,342.36,118514,5019,794015.08
20160825,0,0,0,677,79892.66,0,0,0,1344,159385.17,0,0,0,1554,261484.24,0,0,0,916,184212.98,0,0,0,279,67502.98,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,340190.58,0,0,0,327,47261.49,0,0,0,5019,794015.08
20160826,1,88.49,122533,676,79804.17,1,140.50,96847,1342,159167.17,0,0,0,1553,261394.32,0,0,0,916,184212.98,1,546.65,148998,277,66697.74,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,1,88.49,122533,10842938,1,140.50,96847,13607063,1,546.65,148998,81449786,3,582.18,62649,1669,339608.40,0,0,0,327,47261.49,3,775.64,136532,5013,792813.43
20160829,0,0,0,676,79804.17,0,0,0,1396,163903.82,0,0,0,1553,261394.32,0,0,0,916,184212.98,0,0,0,277,66697.74,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,339608.40,0,0,0,327,47261.49,0,0,0,5067,797550.08
20160830,3,237.06,36168,673,79567.11,4,338.94,48432,1393,163646.25,0,0,0,1554,261521.76,0,0,0,910,183082.89,0,0,0,277,66697.74,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,7,576,43385,24989619,0,0,0,0,0,0,0,0,0,0,0,1669,339608.40,0,0,0,327,47261.49,7,576,43385,5056,796052.80
20160831,0,0,0,673,79567.11,2,170.04,53634,1391,163476.21,1,129.16,56578,1553,261392.60,0,0,0,910,183082.89,0,0,0,277,66697.74,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,2,170.04,53634,9119905,1,129.16,56578,7307664,0,0,0,0,0,0,0,1669,339608.40,0,0,0,327,47261.49,3,299.20,54905,5053,795753.60
20160901,0,0,0,673,79567.11,2,177.34,46777,1389,163298.87,0,0,0,1552,261302.90,0,0,0,910,183082.89,0,0,0,277,66697.74,0,0,0,25,7578.33,0,0,0,183,29395.89,0,0,0,3,1570.71,2,177.34,46777,8295411,0,0,0,0,0,0,0,0,1,194.08,63330,1668,339414.32,0,0,0,327,47261.49,2,177.34,46777,5050,795486.56
20160902,14,1706.57,98401,659,77860.54,30,4933.48,107352,1369,158969.03,35,7787.94,108324,1520,253782.42,34,7346.35,97761,876,175536.79,29,5892.50,91397,250,61251.25,3,547.26,76293,22,7031.07,1,78.87,148833,182,29317.02,0,0,0,3,1570.71,29,2521.82,75055,189274169,3,385.14,74007,28503030,114,25386.01,103743,2633628706,59,5864.79,65349,1609,333549.53,0,0,0,327,47261.49,146,28292.97,100781,4919,768310.95
20160904,0,0,0,658,77701.24,2,167.15,52420,1696,186515.91,0,0,0,1693,275042.24,0,0,0,871,174311.64,0,0,0,348,94940.07,0,0,0,22,7031.07,0,0,0,183,30597.92,0,0,0,3,1570.71,2,167.15,52420,8761972,0,0,0,0,0,0,0,0,0,0,0,1603,333048.87,0,0,0,327,47261.49,2,167.15,52420,5508,850792.55
20160905,0,0,0,658,77701.24,0,0,0,1694,186348.77,0,0,0,1693,275042.24,0,0,0,871,174311.64,0,0,0,348,94940.07,0,0,0,22,7031.07,0,0,0,183,30597.92,0,0,0,3,1570.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,333048.87,0,0,0,327,47261.49,0,0,0,5506,850625.41
20160906,0,0,0,658,77701.24,1,82.50,42071,1692,186188.56,0,0,0,1693,275042.24,0,0,0,871,174311.64,0,0,0,348,94940.07,0,0,0,22,7031.07,0,0,0,183,30597.92,0,0,0,3,1570.71,3,197.54,50082,9893204,0,0,0,0,0,0,0,0,12,1321.72,66005,1591,331727.15,0,0,0,327,47261.49,3,197.54,50082,5502,850350.16
20160907,2,164.17,59003,656,77537.07,0,0,0,1692,186188.56,0,0,0,1693,275042.24,0,0,0,871,174311.64,0,0,0,348,94940.07,0,0,0,22,7031.07,0,0,0,183,30597.92,0,0,0,3,1570.71,2,164.17,59003,9686485,0,0,0,0,0,0,0,0,1,66.94,64335,1590,331660.21,0,0,0,327,47261.49,2,164.17,59003,5500,850185.99
20160908,0,0,0,656,77537.07,1,227.25,112546,1691,185961.31,3,385.31,76444,1691,274745.53,3,710.49,91727,870,174100.74,1,543.12,137980,347,94396.95,0,0,0,22,7031.07,1,87.53,148987,182,30510.39,0,0,0,3,1570.71,5,379.81,74825,28419258,1,132.27,74909,9908158,6,1645.30,109085,179476731,5,468.64,66063,1585,331191.57,0,0,0,327,47261.49,12,2157.38,100958,5491,848616.80
20160911,2,173.64,83381,652,77024.26,1,338.59,126494,1688,185462.86,3,426.89,124464,1678,272355.07,2,395.50,84589,864,173042.02,1,186.50,67655,346,94210.85,0,0,0,22,7031.07,0,0,0,180,30344.56,0,0,0,3,1570.71,4,337.58,76710,25895704,0,0,0,0,5,1183.54,110362,130617290,0,0,0,1579,330691.39,0,0,0,327,47261.49,9,1521.12,102893,5460,843602.60
20160912,1,85.18,95165,651,76939.08,1,88.32,65902,1687,185374.54,3,522.05,116078,1676,271959.85,3,486.20,84904,861,172555.82,1,186,74635,345,94024.85,0,0,0,22,7031.07,0,0,0,180,30344.56,0,0,0,3,1570.71,3,263.19,78749,20725870,2,259.10,72073,18674144,4,845.46,106791,90287799,0,0,0,1579,330691.39,0,0,0,327,47261.49,9,1367.75,94818,5452,842361.68
20160913,1,168.40,102595,650,76770.68,1,88.32,70180,1685,185197.91,4,722,101971,1673,271539.02,4,851.35,117481,857,171704.47,1,184.02,77192,344,93840.83,0,0,0,22,7031.07,1,87.22,124597,179,30257.34,0,0,0,3,1570.71,4,353.89,84596,29937534,0,0,0,0,8,1747.42,110020,192250455,1,67.42,61658,1578,330623.97,0,0,0,327,47261.49,12,2101.31,105738,5440,840473.23
20160918,1,168.40,104112,645,76168.67,0,0,0,1678,184242.37,4,662.71,104035,1660,269314.76,1,210.90,85555,852,170499.32,0,0,0,343,93586.21,0,0,0,22,7031.07,1,87.15,136401,174,28628.74,0,0,0,3,1570.71,3,250.76,92974,23314037,0,0,0,0,4,878.40,105982,93094526,0,0,0,1577,330556.65,0,0,0,327,47261.49,7,1129.16,103093,5404,833603.05
20160919,2,247.19,99708,643,75921.48,1,88.62,68031,1674,183885.06,3,508.72,108602,1656,268717.71,1,157.05,66524,851,170342.27,0,0,0,343,93586.21,1,207.55,66123,21,6823.52,1,86.54,150691,173,28542.20,0,0,0,3,1570.71,4,338.85,98096,33239856,1,132.27,76926,10175006,4,824.55,96684,79721146,3,163.84,79580,1574,330392.81,0,0,0,327,47261.49,9,1295.67,95037,5391,831950.36
20160920,0,0,0,643,75921.48,3,404.80,98488,1671,183480.26,9,1120.71,76442,1648,267896.99,2,358.45,73878,848,169799.33,0,0,0,343,93586.21,1,164.56,83962,20,6658.96,1,87.22,142508,172,28454.98,0,0,0,3,1570.71,9,774.01,52158,40370647,0,0,0,0,7,1361.73,101264,137893855,1,2520.67,8000,1573,327872.14,0,0,0,327,47261.49,16,2135.74,83467,5375,829930.12
20160921,1,87.15,80896,642,75834.33,3,643.89,134621,1339,154856.78,3,471.50,113334,1469,245645.59,2,395.39,74213,847,169588.43,1,186.68,83808,299,84812.32,0,0,0,20,6658.96,0,0,0,172,28454.98,0,0,0,3,1570.71,3,251.11,77133,19368878,1,134.62,79045,10641038,6,1398.88,115912,162146513,0,0,0,1573,327872.14,0,0,0,327,47261.49,10,1784.61,107674,4818,769983.30
20160922,1,158.96,100418,641,75675.37,2,414.29,127020,1870,200441.63,2,307.08,73778,1846,297459.86,1,177.68,71814,944,188513.78,2,440.91,81539,339,92772.62,0,0,0,20,6658.96,0,0,0,172,28454.98,0,0,0,3,1570.71,1,77.50,66815,5178156,0,0,0,0,7,1421.42,94816,134773992,1,194.18,65545,1784,370282.67,0,0,0,327,47261.49,8,1498.92,93369,5862,894109.11
20160926,0,0,0,637,75089.52,1,75.20,60201,1854,198774.45,2,313.33,84599,1838,295972.67,3,664.98,106356,935,186780.32,2,729.15,115203,334,91487.61,0,0,0,19,6490.69,0,0,0,171,28367.74,0,0,0,3,1570.71,1,75.20,60201,4527084,0,0,0,0,7,1707.46,106141,181232304,0,0,0,1783,370148.84,0,0,0,327,47261.49,8,1782.66,104203,5817,886950.82
20160927,2,328.28,122539,635,74761.24,1,84.92,39202,1853,198689.53,5,955.44,94936,1834,295107.15,3,517.87,72596,932,186262.45,0,0,0,334,91487.61,0,0,0,19,6490.69,1,87.24,149037,170,28280.50,0,0,0,3,1570.71,3,262.08,84680,22192823,2,261.02,71407,18638734,7,1450.65,99285,144027624,0,0,0,1783,370148.84,0,0,0,327,47261.49,12,1973.75,93659,5806,885066.99
